"","Slough","Season","Habitat","size_class","Amphipoda_mean","Amphipoda_sd","Araneae_mean","Araneae_sd","Argulus_mean","Argulus_sd","Belo.Naucor_mean","Belo.Naucor_sd","Centrarchid_mean","Centrarchid_sd","Chironomid_mean","Chironomid_sd","Cladocera_mean","Cladocera_sd","Coleoptera_mean","Coleoptera_sd","Collembola_mean","Collembola_sd","Copepoda_mean","Copepoda_sd","Cyprinodontid_mean","Cyprinodontid_sd","Detritus_mean","Detritus_sd","Diptera_mean","Diptera_sd","Empty_mean","Empty_sd","Ephemeroptera_mean","Ephemeroptera_sd","Green.Algae_mean","Green.Algae_sd","Hemiptera_mean","Hemiptera_sd","Hydrachnidia_mean","Hydrachnidia_sd","Hymenoptera_mean","Hymenoptera_sd","Misc_mean","Misc_sd","Misc.Fish_mean","Misc.Fish_sd","Misc.Invert_mean","Misc.Invert_sd","Mollusca_mean","Mollusca_sd","Odonata_mean","Odonata_sd","Oligochaeta_mean","Oligochaeta_sd","Ostracoda_mean","Ostracoda_sd","Palaemonetes_mean","Palaemonetes_sd","Periphyton_mean","Periphyton_sd","Procambarus_mean","Procambarus_sd","Trichoptera_mean","Trichoptera_sd","Vasc.Plant_mean","Vasc.Plant_sd","X_mean","X_sd","Species_mean","Species_sd","Year_mean","Year_sd","Site_mean","Site_sd"
"25","SRS","Dry","Marsh","N.vir1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.333333333333333,NA,0,NA,0,NA,0,NA,0,NA,0.333333333333333,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.333333333333333,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1578,NA,NA,NA,2019,NA,NA,NA
"26","SRS","Dry","Marsh","O.aur1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1601,NA,NA,NA,2019,NA,NA,NA
"27","SRS","Dry","Marsh","P.axa1",0,0,0,0,0,0,0,0,0,0,0.583333333333333,0.58925565098879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.471404520791032,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.117851130197758,0,0,0,0,0,0,0,0,0,0,1636,1.4142135623731,NA,NA,2019,0,NA,NA
"28","SRS","Dry","Marsh","P.lat2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.707106781186548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.707106781186548,0,0,0,0,0,0,1628.5,0.707106781186548,NA,NA,2019,0,NA,NA
"29","SRS","Dry","Marsh","R.gry1",0,0,0,0,0,0,0,0,0,0,0,0,0.130952380952381,0.320766513935892,0,0,0,0,0,0,0,0,0.147089947089947,0.115346342385028,0,0,0,0,0,0,0.313756613756614,0.348045207598513,0,0,0,0,0,0,0,0,0,0,0.261111111111111,0.298452800412518,0,0,0,0,0,0,0,0,0,0,0.147089947089947,0.115346342385028,0,0,0,0,0,0,1641.5,1.87082869338697,NA,NA,2019,0,NA,NA
"30","SRS","Dry","Marsh","S.lac1",0,0,0,0,0,0,0,0,0,0,0.222537878787879,0.358724070630704,0.317361111111111,0.376480488034068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303030303030303,0.0524863881081478,0,0,0,0,0.42979797979798,0.277319640564001,0,0,0,0,0,0,0,0,0,0,1650,1,NA,NA,2019,0,NA,NA
"31","SRS","Dry","Marsh","T.mar1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674.75,1.70782512765993,NA,NA,2019,0,NA,NA
"32","SRS","Dry","NP","F.chr1",0.0444444444444444,0.0993807989999906,0,0,0,0,0.211111111111111,0.216595429884644,0,0,0.0222222222222222,0.0496903994999953,0,0,0.0666666666666667,0.149071198499986,0,0,0.2,0.447213595499958,0,0,0,0,0.0222222222222222,0.0496903994999953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.074535599249993,0.0333333333333333,0.074535599249993,0.3,0.414996653266291,0,0,0,0,0.0666666666666667,0.149071198499986,0,0,0,0,0,0,0,0,268,1.58113883008419,NA,NA,2019,0,NA,NA
"33","SRS","Dry","NP","G.hol1",0.00444444444444444,0.0133333333333333,0.0236299648064354,0.052563615665842,0,0,0,0,0,0,0.283844750021221,0.230090237855989,0.567095303026676,0.188674587280283,0.0065359477124183,0.0196078431372549,0,0,0.0285126396237507,0.0633234337188581,0,0,0.0257341303092937,0.0321113452219939,0.00854700854700855,0.0256410256410256,0,0,0.0101010101010101,0.0303030303030303,0,0,0.028482905982906,0.0522893460159128,0.0065359477124183,0.0196078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065359477124183,0.0196078431372549,0,0,0,0,0,0,575.555555555556,3.64386851817924,NA,NA,2019,0,NA,NA
"34","SRS","Dry","NP","G.hol2",0.062943117488572,0.122727535267492,0,0,0,0,0.0170940170940171,0.0387924981808896,0,0,0.49462281628057,0.317728144280215,0.203935280405869,0.275092038753018,0.0363636363636364,0.120604537831105,0,0,0.00699300699300699,0.0231931803521357,0,0,0.0235654868007809,0.037014750549373,0.0240870240870241,0.0544355454115622,0,0,0.0101010101010101,0.0335012605086404,0,0,0.0606484424666243,0.0759738578913697,0.00699300699300699,0.0231931803521357,0,0,0,0,0,0,0.0346320346320346,0.100092721392196,0,0,0.00792011019283747,0.0176414773005462,0,0,0,0,0,0,0.0101010101010101,0.0335012605086404,0,0,0,0,0,0,584.545454545455,3.98405914523458,NA,NA,2019,0,NA,NA
"35","SRS","Dry","NP","H.for1",0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.747619047619048,0.233381919139864,0,0,0,0,0,0,0,0,0.102380952380952,0.0736172611130491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690.75,3.09569593683445,NA,NA,2019,0,NA,NA
"36","SRS","Dry","NP","H.for2",0,0,0,0,0,0,0,0,0,0,0.483225371120108,0.330165534318131,0.490107962213225,0.313253234051254,0,0,0,0,0,0,0,0,0.0133333333333333,0.0298142396999972,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0.0298142396999972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694.4,2.07364413533277,NA,NA,2019,0,NA,NA
"37","SRS","Dry","NP","L.goo1",0.0650243189063065,0.0620404145286588,0,0,0,0,0,0,0,0,0.512100637356392,0.19582837405784,0.339293833475419,0.237636828956965,0,0,0,0,0,0,0,0,0.0250794762349384,0.0276346474771774,0.0102040816326531,0.0269974623578019,0,0,0,0,0,0,0,0,0.00634920634920635,0.0167984210226323,0,0,0,0,0,0,0.00846560846560847,0.015077044284418,0.00840336134453781,0.0222332042946604,0.0173319327731092,0.0296189307619741,0,0,0,0,0,0,0.00774754346182918,0.0141319656827575,0,0,0,0,0,0,1163.14285714286,2.41029537806548,NA,NA,2019,0,NA,NA
"38","SRS","Dry","NP","L.goo2",0.0730442176870748,0.0759752620515163,0,0,0,0,0,0,0,0,0.338038548752834,0.241260097592367,0.265008503401361,0.307934519511224,0.00680272108843537,0.0179983082385346,0.00680272108843537,0.0179983082385346,0,0,0,0,0.0600907029478458,0.0766543888611581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204081632653061,0.0539949247156039,0.205994897959184,0.253223876679089,0,0,0,0,0,0,0.0238095238095238,0.0629940788348712,0,0,0,0,0,0,1169.85714285714,2.41029537806548,NA,NA,2019,0,NA,NA
"39","SRS","Dry","NP","P.lat1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,1607,NA,NA,NA,2019,NA,NA,NA
"40","SRS","Dry","NP","P.lat2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.223606797749979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.223606797749979,0,0,0,0,0,0,1610,1.58113883008419,NA,NA,2019,0,NA,NA
"41","SRS","Dry","Pond","A.nat1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3333333333333,9.45163125250522,NA,NA,2019,0,NA,NA
"42","SRS","Dry","Pond","A.nat2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2.16024689946929,NA,NA,2019,0,NA,NA
"43","SRS","Dry","Pond","A.nat3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.408248290463863,0,0,0,0,0,0,24.5,5.24404424085076,NA,NA,2019,0,NA,NA
"44","SRS","Dry","Pond","A.nat4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.388321581673812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.231455024943138,0,0,0,0,0,0,0.0416666666666667,0.117851130197758,0,0,0,0,0.0416666666666667,0.117851130197758,0.125,0.231455024943138,0,0,0,0,0,0,28.125,7.16015761997298,NA,NA,2019,0,NA,NA
"45","SRS","Dry","Pond","B.bel1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.707106781186548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.707106781186548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.5,0.707106781186548,NA,NA,2019,0,NA,NA
"46","SRS","Dry","Pond","C.bat1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,55,NA,NA,NA,2019,NA,NA,NA
"47","SRS","Dry","Pond","C.man1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,69,NA,NA,NA,2019,NA,NA,NA
"48","SRS","Dry","Pond","C.uro2",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,120,NA,NA,NA,2019,NA,NA,NA
"49","SRS","Dry","Pond","E.eve1",0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,174,NA,NA,NA,2019,NA,NA,NA
"50","SRS","Dry","Pond","E.suc1",0,0,0,0,0,0,0,0,0,0,0,0,0.6875,0.265165042944955,0,0,0,0,0,0,0,0,0.104166666666667,0.0294627825494395,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.117851130197758,0,0,0,0,0,0,0.125,0.176776695296637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.5,0.707106781186548,NA,NA,2019,0,NA,NA
"51","SRS","Dry","Pond","E.suc2",0,0,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0.494871659305393,0,0,0,0,0,0,0,0,0.714285714285714,0.494871659305394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,1,NA,NA,2019,0,NA,NA
"52","SRS","Dry","Pond","F.chr1",0,0,0,0,0,0,0,0,0,0,0.0727272727272727,0.201007563051842,0.103030303030303,0.251861754608244,0.0454545454545455,0.150755672288882,0.0227272727272727,0.0753778361444409,0.0833333333333333,0.207498326633146,0,0,0,0,0.0681818181818182,0.161667447670716,0,0,0.0454545454545455,0.150755672288882,0,0,0,0,0.0227272727272727,0.0753778361444409,0,0,0,0,0.0303030303030303,0.100503781525921,0.187878787878788,0.402015126103685,0.0909090909090909,0.301511344577764,0.227272727272727,0.410099766132362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.818181818182,7.8079213855953,NA,NA,2019,0,NA,NA
"53","SRS","Dry","Pond","F.chr2",0,NA,0,NA,0,NA,0,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,246,NA,NA,NA,2019,NA,NA,NA
"54","SRS","Dry","Pond","F.con1",0.2,NA,0,NA,0,NA,0,NA,0,NA,0.8,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,314,NA,NA,NA,2019,NA,NA,NA
