Species,Size,Date,Habitat - codes,code,Habitat - Orig,TL,SL,Weight,Specimen,Empty,A. natalis,Centrachidae,Procambarus,Palaemonetes,Misc. Fish,Odonata,Vasc. Plants,Diptera,Aranae,Belo/Naucor,Coleoptera,Ephemoptera,H. azteca,Mollusca,Hemiptera,Hymenoptera,Oligocheata,Green algae,Vasc. Detritus,Misc.,Periphyton,Cladocera,Copepoda,Ostracoda,Mysids,Mites,Collembola,Homoptera,Chironomid,Trichoptera,Det/Alg mix,Misc. Insecta,Argulus sp,Cyprinodont
1,1,1,2,1112,2, ,14.5,0.04,25024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0
1,1,1,2,1112,2, ,16,0.07,25025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,3,0,2,0,0,3,0,0
1,1,1,3,1113,3,,10.2,0.0149,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,5,0,0,0,0,0,9,0,0,0,0,0
1,1,1,3,1113,3,,11.7,0.0352,338,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,1,1,0,0,0,2,0,0,0,0,0,0,0
1,1,1,3,1113,3,,12.7,0.0307,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,3,0,0,0,0,0
1,1,1,3,1113,3,,12.3,0.0275,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,10,8,0,0,0,0,0,4,0,0,0,0,0
1,1,1,3,1113,3,,14.9,0.0476,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,22,1,0,0,0,0,0,1,0,0,0,0,0
1,1,1,3,1113,3,,13.7,0.0342,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
1,1,1,3,1113,3,,14.8,0.0471,343,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0
1,1,1,3,1113,3,,15.2,0.0634,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,3,1113,3,,15.6,0.0631,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
1,1,1,3,1113,3,,14.8,0.0563,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,3,1113,3,,13.7,0.0376,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,4,0,0,0,0,0
1,1,1,3,1113,3,,13.4,0.0369,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5,0,0,0,0,2,0,3,0,0,1,0,0
1,1,1,3,1113,3,,11.7,0.0247,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0
1,1,1,3,1113,3,,15.1,0.0489,350,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,0,1,0,0,0,0,0
1,1,1,3,1113,3,,15.7,0.0619,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,1,0,2,0,0,0,0,0
1,1,1,3,1113,3,,15.9,0.0602,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,3,1113,3,,14.5,0.0483,353,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4,0,4,0,0,0,0,0
1,1,1,3,1113,3,,15.8,0.0596,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0
1,1,1,3,1113,3,,13.5,0.0464,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,0,0,0,2,0,12,0,0,0,0,0
1,1,1,3,1113,3,,16.3,0.0612,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,2,0,0,0,0,0
1,1,1,3,1113,3,,16.3,0.0683,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0
1,1,1,3,1113,3,,12.6,0.0339,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,2,0,0,0,0,0
1,1,1,3,1113,3,,16.9,0.0789,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,2,0,0,0,0,0
1,1,1,3,1113,3,,16.6,0.0798,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,3,1113,3,,16.5,0.0766,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,3,0,0,0,0,0
1,1,1,3,1113,3,,16.4,0.0688,362,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,9,0,0,0,0,0
1,1,2,1,1121,1,,16,0.0682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,15,0.0562,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0
1,1,2,1,1121,1,,14,0.0407,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,15,0.0595,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,15.5,0.0494,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,16.5,0.0744,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,12.5,0.0275,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,13.5,0.0362,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,14,0.0387,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1,2,1,1121,1,,15,0.062,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,14.5,0.0478,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0
1,1,2,1,1121,1,,16.5,0.07,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,14,0.0428,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,15,0.0628,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,14.5,0.045,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,17,0.0944,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,17,0.09,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,13,0.0387,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,14.5,0.05,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,15.5,0.0525,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,16.5,0.0769,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.1,0,0,0
1,1,2,1,1121,1,,14.5,0.05,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,13,0.0388,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,16,0.0689,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,1,1121,1,,14,0.0462,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1,1,2,2,1122,2,,14,0.0589,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,1122,2,,13.8,0.0427,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,1122,2,,11.2,0.0235,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,46,3,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,1122,2,,10.5,0.0352,129,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.1,2,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,1122,2,,12.2,0.0318,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,1122,2,,14.6,0.0572,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,1,0,0,0,0,0,2,0,0,0,0,0
1,1,2,2,1122,2,,16.5,0.0679,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0,0,0,0,0,0,16,0,0,0,0,0
1,1,2,2,1122,2,,16.5,0.0733,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,1122,2,,14.7,0.0564,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,7,0,0,0,0,0
1,1,2,2,1122,2,,16.7,0.0647,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,2,0,0,3,0,0,0,0,0
1,1,2,2,1122,2,,17,0.0745,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,1122,2,,16.4,0.0802,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,1122,2,,14.9,0.0556,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,2,2,1122,2,,14.3,0.045,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,5,0,0,0,0,0
1,1,2,2,1122,2,,12.8,0.0352,141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,1122,2,,11.2,0.0283,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,1122,2,,11.8,0.0305,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0.1,2,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,1122,2,,13.2,0.04,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2,0,0,0,0,0
1,1,2,2,1122,2,,14.1,0.0538,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,2,0,0,0,0,0
1,1,2,2,1122,2,,15.9,0.0688,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0,0,0,0,0,0,3,0,0,0,0,0
1,1,2,2,1122,2,,13.9,0.0423,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.1,2,0,0,0,0,0,0,5,0,0,0,0,0
1,1,2,2,1122,2,,16,0.0626,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,1122,2,,14.8,0.0553,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,1122,2,,17,0.0762,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,2,3,1123,3,,13.3,0.0313,234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,6,0,0,0,0,0,0,1,0,0,0,0
1,1,2,3,1123,3,,14.1,0.0435,235,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,3,1123,3,,12.2,0.0278,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.1,2,0,0,0,0,1,0,1,0,0,0,0,0
1,1,2,3,1123,3,,13,0.0347,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,3,1123,3,,12.9,0.0311,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1,0,1,0,0,0,17,0,2,0,0,0,0,0
1,1,2,3,1123,3,,13.6,0.0418,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,2,0,1,0,0,0,0,0
1,1,2,3,1123,3,,14.6,0.0555,240,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0
1,1,2,3,1123,3,,16.3,0.0637,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0
1,1,2,3,1123,3,,15,0.0566,242,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,6,5,0,0,0,0,0,1,0,0,0,0,0
1,1,2,3,1123,3,,16.3,0.0636,243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.1,2,3,0,0,0,1,0,1,0,0,0,0,0
1,1,2,3,1123,3,,16.8,0.081,244,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,1,0,0,0,0,0
1,1,2,3,1123,3,,17,0.0686,245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,0
1,1,2,3,1123,3,,16.8,0.0945,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1,1,0,0,0,1,18,0,0,0,0,0,0,0
1,1,2,3,1123,3,,17,0.0853,247,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,0,2,0,0,0,0,0
