"","mode"
"SRS_Pond_Wet.A.cal2",0.127310880944779
"SRS_Pond_Wet.C.uro1",0.0016945124811653
"SRS_Pond_Wet.E.eve1",0.380872088599599
"SRS_Pond_Wet.E.glo1",7.67272969419417e-05
"SRS_Pond_Wet.E.suc1",0.0362493851460862
"SRS_Pond_Wet.F.chr1",0.450898307053722
"SRS_Pond_Wet.G.hol1",0.326141899965437
"SRS_Pond_Wet.G.hol2",0.362641195731935
"SRS_Pond_Wet.H.for1",0.0847318540937819
"SRS_Pond_Wet.H.for2",0.0994596315278431
"SRS_Pond_Wet.H.let1",0.0675882382567896
"SRS_Pond_Wet.L.goo1",0.080619559379
"SRS_Pond_Wet.L.goo2",0.3054669290687
"SRS_Pond_Wet.L.gul2",1.38772561147523
"SRS_Pond_Wet.L.gul3",0.763372033431057
"SRS_Pond_Wet.L.gul4",0.551798835980382
"SRS_Pond_Wet.L.mac1",0.463115790151207
"SRS_Pond_Wet.L.mic2",0.12825455077017
"SRS_Pond_Wet.L.pla1",0.911843813720341
"SRS_Pond_Wet.L.pla2",0.116192849365534
"SRS_Pond_Wet.L.pun2",0.473312808274046
"SRS_Pond_Wet.M.sal1",0.380664938598269
"SRS_Pond_Wet.M.sia1",0.472344789247527
"SRS_Pond_Wet.O.aur1",0.209434407249417
"SRS_Pond_Wet.P.lat1",0.0515351757302897
"SRS_Pond_Wet.P.lat2",0.0753951638147199
"SRS_Pond_Wet.T.mar1",0.155103292757723
"TSL_Marsh_Dry.E.glo1",0.275720350188186
"TSL_Marsh_Dry.F.chr1",0.460312444588126
"TSL_Marsh_Dry.H.for1",0.021042498348099
"TSL_Marsh_Dry.H.for2",0.151716459458932
"TSL_Marsh_Dry.L.goo1",0.00351587900178345
"TSL_Marsh_Dry.L.goo2",0.0381012587899268
"TSL_Marsh_Wet.F.chr1",0.663593887706877
"TSL_Marsh_Wet.G.hol1",0.208743958426067
"TSL_Marsh_Wet.G.hol2",0.508948325949522
"TSL_Marsh_Wet.H.for1",0.203917618320882
"TSL_Marsh_Wet.H.for2",0.143927500843632
"TSL_Marsh_Wet.L.goo1",0.117101423640427
"TSL_Marsh_Wet.L.goo2",0.140036194724113
"TSL_NP_Wet.C.bim1",0.362883642027147
"TSL_NP_Wet.E.eve1",0.00151693651863062
"TSL_NP_Wet.G.hol1",0.366393323255064
"TSL_NP_Wet.H.for1",0.133981014799792
"TSL_NP_Wet.H.for2",0.0770545868492361
"TSL_NP_Wet.L.goo1",0.0586007859057424
"TSL_NP_Wet.L.goo2",0.0507769945917372
"TSL_Pond_Dry.G.hol1",0.446015114989798
"TSL_Pond_Dry.G.hol2",0.879737606392824
"TSL_Pond_Dry.H.for2",0.0123272395400072
"TSL_Pond_Dry.L.goo1",0.0112626741099252
"TSL_Pond_Dry.L.goo2",0.148629348025792
"TSL_Pond_Dry.M.ber1",0.331937721552267
"TSL_Pond_Dry.N.pet1",0.600196115159593
"TSL_Pond_Wet.G.hol1",0.201294821876618
"TSL_Pond_Wet.G.hol2",0.631471732509048
"TSL_Pond_Wet.H.for2",0.0200394538430961
"TSL_Pond_Wet.L.goo1",0.136269443416227
"TSL_Pond_Wet.L.goo2",0.27964662522344
"TSL_Pond_Wet.L.mac1",0.699990527960407
"TSL_Pond_Wet.L.sic1",0.201671487070274
"TSL_Pond_Wet.M.sal1",1.04629764626236
"TSL_Pond_Wet.M.sia1",0.350629561068603
"TSL_Pond_Wet.N.pet1",0.0677851494755085
"TSL_Pond_Wet.T.mar1",0.255367638041974
