"","TA","SEA","SEAc"
"Marsh_Wet_Post-Invasion.L_mac1",1.49286330931489,0.7549541442953,0.805284420581653
"Marsh_Wet_Post-Invasion.L_mic1",8.7407721115651e-05,0.000158540068988814,0.000317080137977629
"Marsh_Wet_Post-Invasion.L_mic2",0.00122511168568376,0.00222210679660911,0.00444421359321821
"Marsh_Wet_Post-Invasion.L_pun2",0.171467697912608,0.311008001460593,0.622016002921186
"Marsh_Wet_Post-Invasion.O_aur1",0.215335684020464,0.0978329175209225,0.110062032211038
"Marsh_Wet_Pre-Invasion.A_nat1",1.85316577477565,0.461380805647551,0.480605005882866
"Marsh_Wet_Pre-Invasion.A_nat2",0.153896429341483,0.199821026082463,0.299731539123695
"Marsh_Wet_Pre-Invasion.C_var1",1.09640355755838,0.315859957108186,0.329592998721585
"Marsh_Wet_Pre-Invasion.E_eve1",0.218745211496871,0.0587256781575469,0.0616619620654243
"Marsh_Wet_Pre-Invasion.E_glo1",0.181818216016037,0.0414546906178106,0.0427501496996172
"Marsh_Wet_Pre-Invasion.F_chr1",2.67513572531424,0.45123308952758,0.460833793560082
"Marsh_Wet_Pre-Invasion.F_chr2",1.25475790178083,0.433412795568787,0.454051500119682
"Marsh_Wet_Pre-Invasion.F_con1",0.345377773204563,0.063029761727671,0.0655509521967778
"Marsh_Wet_Pre-Invasion.G_hol1",0.446484975186122,0.133805624725619,0.139623260583255
"Marsh_Wet_Pre-Invasion.G_hol2",1.3614545884467,0.419942364078524,0.437439962581795
"Marsh_Wet_Pre-Invasion.H_for1",0.0947524095938628,0.0296406164684313,0.0309293389235804
"Marsh_Wet_Pre-Invasion.H_for2",0.124202170624467,0.0399332493421552,0.0416694775744229
"Marsh_Wet_Pre-Invasion.J_flo1",0.29994805103027,0.080916650086795,0.08443476530796
"Marsh_Wet_Pre-Invasion.J_flo2",0.207373527319103,0.0598732244998331,0.0624764081737389
"Marsh_Wet_Pre-Invasion.L_goo1",0.142314195638139,0.0364820341442116,0.0372265654532771
"Marsh_Wet_Pre-Invasion.L_goo2",0.0728986357919548,0.0158245419672382,0.016304073542003
"Marsh_Wet_Pre-Invasion.L_gul3",0.00169343594986371,0.00307155304923418,0.00614310609846836
"Marsh_Wet_Pre-Invasion.L_mar1",0.0702121709334957,0.015482353461217,0.0158694122977474
"Marsh_Wet_Pre-Invasion.L_mic1",0.445893068643961,0.249382912655832,0.280555776737811
"Marsh_Wet_Pre-Invasion.L_pun1",1.12648078533794,0.200740382416792,0.207215878623785
"Marsh_Wet_Pre-Invasion.L_pun2",0.943333358700898,0.399876700561302,0.424868994346384
"Marsh_Wet_Pre-Invasion.N_gyr1",0.460281363266841,0.149911834985494,0.158240270262466
"Marsh_Wet_Pre-Invasion.P_lat1",0.00173531139685718,0.00164373176969263,0.00182636863299181
"Marsh_Wet_Pre-Invasion.P_lat2",0,NA,NA
"Pond_Dry_Post-Invasion.A_nat1",0.00714395469697998,0.0129577004875003,0.0259154009750005
"Pond_Dry_Post-Invasion.A_nat2",0,NA,NA
"Pond_Dry_Post-Invasion.A_nat3",0.0821679952369635,0.0739550027365102,0.0924437534206378
"Pond_Dry_Post-Invasion.A_nat4",0.120311215768179,0.0741891256177165,0.0865539798873359
"Pond_Dry_Post-Invasion.E_suc2",0,1.52926291147967e-09,3.05852582295935e-09
"Pond_Dry_Post-Invasion.F_chr1",1.27841655763063,0.623991311605327,0.693323679561475
"Pond_Dry_Post-Invasion.G_hol1",2.65229723090335,0.953879593415745,1.0220138500883
"Pond_Dry_Post-Invasion.G_hol2",3.95721121893781,1.39880193277432,1.45475401008529
"Pond_Dry_Post-Invasion.H_for1",0.142082823074034,0.13626369988311,0.18168493317748
"Pond_Dry_Post-Invasion.H_for2",0.00626295535178203,0.00879922020300977,0.011732293604013
"Pond_Dry_Post-Invasion.H_lit1",0.00473744262598585,0.00368261589561826,0.00429638521155464
"Pond_Dry_Post-Invasion.J_flo2",0.24660976905822,0.447300642331747,0.894601284663493
"Pond_Dry_Post-Invasion.L_goo1",0.44057275437236,0.160178748372348,0.168187685790965
"Pond_Dry_Post-Invasion.L_goo2",0.511750409567427,0.173129800133306,0.18137407633013
"Pond_Dry_Post-Invasion.L_gul2",0.469162055871234,0.233824156867445,0.267227607848509
"Pond_Dry_Post-Invasion.L_gul3",0.575129861690658,0.461799938498723,0.527771358284255
"Pond_Dry_Post-Invasion.L_gul4",0.011080065579384,0.0164091447721067,0.0246137171581601
"Pond_Dry_Post-Invasion.L_mar1",0.843928272128353,0.669490738326669,0.803388885992003
"Pond_Dry_Post-Invasion.L_pla1",0.731995450677674,0.335866686958918,0.373185207732131
"Pond_Dry_Post-Invasion.L_pun2",0.535224359157469,0.792646391129155,1.18896958669373
"Pond_Dry_Post-Invasion.P_lat2",0.0862899370972772,0.108435132985412,0.135543916231766
"Pond_Dry_Pre-Invasion.A_cal2",0.404902544390299,0.256230456423138,0.272244859949584
"Pond_Dry_Pre-Invasion.A_nat1",1.17750758891348,0.187481512673725,0.192054232495036
"Pond_Dry_Pre-Invasion.A_nat2",1.30689318338413,0.160501974977904,0.164149747136493
"Pond_Dry_Pre-Invasion.A_nat3",0.680705836347165,0.195972256103543,0.207500035874339
"Pond_Dry_Pre-Invasion.A_nat4",0.0894721389907872,0.125705040000041,0.167606720000054
"Pond_Dry_Pre-Invasion.B_bel2",0,NA,NA
"Pond_Dry_Pre-Invasion.C_bat1",0.73263101756528,0.345939641692006,0.37476794516634
"Pond_Dry_Pre-Invasion.E_eve1",0.276447740799268,0.206545818845291,0.258182273556614
"Pond_Dry_Pre-Invasion.F_chr1",3.32691786251405,1.83191446238517,2.13723353944936
"Pond_Dry_Pre-Invasion.G_hol1",0.28308151275498,0.103272729901901,0.107762848593288
"Pond_Dry_Pre-Invasion.G_hol2",0.838244312893987,0.262514485978593,0.275015175787098
"Pond_Dry_Pre-Invasion.H_for1",0.00781908352300925,0.00939121245221731,0.0125216166029564
"Pond_Dry_Pre-Invasion.H_for2",0.215060694255623,0.139118218793246,0.158992250049424
"Pond_Dry_Pre-Invasion.L_gul1",0.336750581614452,0.289857586328943,0.362321982911179
"Pond_Dry_Pre-Invasion.L_gul2",0.343086593068667,0.260522764559291,0.325653455699113
"Pond_Dry_Pre-Invasion.L_gul3",0.669435861240041,0.337183925041957,0.370902317546153
"Pond_Dry_Pre-Invasion.L_gul4",1.10055931511838,0.436308774923531,0.467473687418069
"Pond_Dry_Pre-Invasion.L_mac1",0.0456835176469752,0.082860735264066,0.165721470528132
"Pond_Dry_Pre-Invasion.L_mar1",0.140961587099762,0.135961359555654,0.163153631466785
"Pond_Dry_Pre-Invasion.L_pla1",0.953395507958882,0.10767835734523,0.108930431267849
"Pond_Dry_Pre-Invasion.L_pla2",0.844810751782711,1.02299556797862,1.53449335196793
"Pond_Dry_Pre-Invasion.L_pun2",3.61407324748487,1.02577267033353,1.05141698709187
"Pond_Dry_Pre-Invasion.L_pun3",3.45472673040752,1.50770861369465,1.61540208610141
"Pond_Dry_Pre-Invasion.N_gyr1",0.235331610722742,0.16960229826346,0.212002872829325
"Pond_Dry_Pre-Invasion.P_lat2",0,0,0
"Pond_Wet_Post-Invasion.A_cal2",0.256575571196964,0.277598445948048,0.416397668922072
"Pond_Wet_Post-Invasion.C_uro1",0.00339899858013404,0.00315485629486814,0.00394357036858517
"Pond_Wet_Post-Invasion.E_eve1",0.415843392945902,0.293515395295344,0.352218474354413
"Pond_Wet_Post-Invasion.E_glo1",0.00861171959385673,0.0156199315243007,0.0312398630486014
"Pond_Wet_Post-Invasion.E_suc1",0.0381914574149758,0.0369329603381885,0.0492439471175847
"Pond_Wet_Post-Invasion.F_chr1",1.86307433779643,0.588302863017688,0.616317285066149
"Pond_Wet_Post-Invasion.G_hol1",1.93725151918689,0.613706833076563,0.652063510143848
"Pond_Wet_Post-Invasion.G_hol2",2.58086321216824,0.961255582972603,1.01184798207642
"Pond_Wet_Post-Invasion.H_for1",0.176101001862344,0.111671455151696,0.127624520173367
"Pond_Wet_Post-Invasion.H_for2",0.0638230578274379,0.115762221710891,0.231524443421781
"Pond_Wet_Post-Invasion.H_let1",0.230901469503035,0.0839910798606311,0.0909903365156837
"Pond_Wet_Post-Invasion.L_goo1",0.438853777161569,0.101879330998324,0.107539293831564
"Pond_Wet_Post-Invasion.L_goo2",1.2256598263681,0.311653387201521,0.329985939389846
"Pond_Wet_Post-Invasion.L_gul2",0.388924800085873,0.551663387289771,0.827495080934656
"Pond_Wet_Post-Invasion.L_gul3",0.904998626186366,0.693784231668258,0.792896264763723
"Pond_Wet_Post-Invasion.L_gul4",0.0947043333686181,0.171774659654225,0.34354931930845
"Pond_Wet_Post-Invasion.L_mac1",0.736744111120228,0.719450266567589,0.899312833209487
"Pond_Wet_Post-Invasion.L_mar1",1.14025565271323,2.06819497795572,4.13638995591145
"Pond_Wet_Post-Invasion.L_mic2",0,0,0
"Pond_Wet_Post-Invasion.L_pla1",0.822963608160894,0.36121054107657,0.394047862992622
"Pond_Wet_Post-Invasion.L_pla2",0.0210627162627104,0.0311930609049556,0.0467895913574334
"Pond_Wet_Post-Invasion.L_pun2",0.661302446980098,0.460478960092704,0.552574752111245
"Pond_Wet_Post-Invasion.M_sal1",0.196842263658491,0.219662790684713,0.263595348821656
"Pond_Wet_Post-Invasion.M_sia1",2.77555756156289e-17,0,0
"Pond_Wet_Post-Invasion.O_aur1",0.0227854958326443,0.0337444302241112,0.0506166453361669
"Pond_Wet_Post-Invasion.P_lat1",0,0,0
"Pond_Wet_Post-Invasion.P_lat2",0.0218144404638284,0.0218917718171002,0.0255404004532835
"Pond_Wet_Post-Invasion.T_mar1",0,0,0
"Pond_Wet_Pre-Invasion.A_nat1",1.38423271157513,0.57758527072227,0.606464534258383
"Pond_Wet_Pre-Invasion.A_nat2",1.18084980609752,0.573511104170147,0.621303696184326
"Pond_Wet_Pre-Invasion.A_nat3",1.12342215302264,0.560773637314722,0.640884156931111
"Pond_Wet_Pre-Invasion.A_nat4",0.480475307590746,0.343358172117601,0.400584534137201
"Pond_Wet_Pre-Invasion.B_bel2",0.141575671447489,0.102037944698298,0.108040176739375
"Pond_Wet_Pre-Invasion.C_bat1",2.3688174123731,0.860904350825262,0.918297974213612
"Pond_Wet_Pre-Invasion.C_uro1",0.303465674430336,0.207165051596059,0.258956314495074
"Pond_Wet_Pre-Invasion.C_uro2",0.81997741248143,0.460108399603297,0.517621949553709
"Pond_Wet_Pre-Invasion.E_eve1",0.0764103645457776,0.0379004878940779,0.0416905366834857
"Pond_Wet_Pre-Invasion.E_fus",0.0328981902810397,0.029233554365677,0.0389780724875693
"Pond_Wet_Pre-Invasion.E_suc2",0.188996508733323,0.134711799639864,0.161654159567837
"Pond_Wet_Pre-Invasion.E_suc3",0.01062270655323,0.00581577389188621,0.00678506954053391
"Pond_Wet_Pre-Invasion.F_chr1",2.79940036630014,0.819871007202183,0.878433222002339
"Pond_Wet_Pre-Invasion.F_chr2",0.232537013379002,0.241624992746503,0.322166656995338
"Pond_Wet_Pre-Invasion.F_con1",0.0868553091670857,0.12243213567499,0.183648203512485
"Pond_Wet_Pre-Invasion.G_hol1",0.883621875933172,0.276550270354452,0.288574195152472
"Pond_Wet_Pre-Invasion.G_hol2",4.12565048120133,1.60569360866679,1.67550637426099
"Pond_Wet_Pre-Invasion.H_for1",0.0101065814207944,0.0059842744100217,0.00698165347835865
"Pond_Wet_Pre-Invasion.H_for2",0.0123117022147805,0.0110762521657709,0.0138453152072137
"Pond_Wet_Pre-Invasion.J_flo1",0.000352503738612724,0.000639371056985942,0.00127874211397188
"Pond_Wet_Pre-Invasion.J_flo2",0.343065214409404,0.122079059819037,0.132252314803957
"Pond_Wet_Pre-Invasion.L_goo1",0.0405293227058278,0.0108153962423533,0.0112660377524513
"Pond_Wet_Pre-Invasion.L_goo2",0.0779966294597836,0.0251985045928502,0.0268784048990403
"Pond_Wet_Pre-Invasion.L_gul1",1.93353154782114,0.660729518314937,0.70202511320962
"Pond_Wet_Pre-Invasion.L_gul2",0.932597399812587,0.289114173810914,0.302881515420958
"Pond_Wet_Pre-Invasion.L_gul3",0.854489296275204,0.252660559165473,0.262018357653083
"Pond_Wet_Pre-Invasion.L_gul4",0.952227017715558,0.399547258429859,0.432842863299014
"Pond_Wet_Pre-Invasion.L_mac1",4.11238749619858,1.25290889157991,1.28975915309696
"Pond_Wet_Pre-Invasion.L_mar1",0.936593024418298,0.243628347413573,0.255809764784252
"Pond_Wet_Pre-Invasion.L_mic2",0.175951408070913,0.0641096055811887,0.0690411137028186
"Pond_Wet_Pre-Invasion.L_pla1",1.64174177059618,0.625091686929702,0.645928076494025
"Pond_Wet_Pre-Invasion.L_pla2",2.58354221192251,0.889056116500473,0.933508922325497
"Pond_Wet_Pre-Invasion.L_pun1",2.172359009817,0.752366141540585,0.82076306349882
"Pond_Wet_Pre-Invasion.L_pun2",1.40260856260723,0.804914293561741,0.905528580256958
"Pond_Wet_Pre-Invasion.L_pun3",0.628743559955002,0.536676676060746,0.670845845075933
"Pond_Wet_Pre-Invasion.L_sic1",0.562095503850123,0.179129994469998,0.186019609641921
"Pond_Wet_Pre-Invasion.M_sal1",0.508531940966428,0.207304390387476,0.217669609906849
"Pond_Wet_Pre-Invasion.N_cry1",0.0768509098889044,0.0984495908174555,0.147674386226183
"Pond_Wet_Pre-Invasion.N_gyr1",0.064176352203486,0.116403026825554,0.232806053651108
"Pond_Wet_Pre-Invasion.N_mac1",0.523075098462621,0.21503941570263,0.234588453493779
"Pond_Wet_Pre-Invasion.N_pet1",2.29586912908211,0.832049636358451,0.86671837120672
"Pond_Wet_Pre-Invasion.T_mar1",0.321840525209521,0.148488387115908,0.154675403245737
