REGION,SITE,CUM,YEAR,PERIOD,MONTH,DAY,MICSAL,ESOAME,LEPGUL,ERISUC,HEMLET,AMENAT,LEPMAC,LEPPLA,LEPMIC,OREAUR,LEPPUN,MACSIA,CICMAN,CICURO,MONALB,TILMAR,BELBEL,CLABAT,HOPLIT,AMENEB,LEPSPP,CICBIM,NOTCRY,AMICAL,FUNSEM,ANGROS,ESONIG,ASTOCE,TOTFISH
LOX,LOX7B2X,99,2015,4,12,8,0,0,0.0432704601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432704601
LOX,LOX7B2X,104,2016,4,11,29,0.0325575849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325575849
LOX,LOX7B2X,107,2017,2,4,12,0,0,0,0.0088985403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088985403
LOX,LOX7B2X,110,2018,2,4,20,0,0.0325788363,0,0.0940982771,0,0,0.0122690978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1389462113
LOX,LOX7B2Y,69,2009,4,11,4,0,0,0,0.0216160587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216160587
LOX,LOX7B2Y,72,2010,2,5,6,0,0,0.0277177637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277177637
LOX,LOX7B2Y,74,2010,4,11,30,0.0343064739,0,0.0432704601,0,0,0.1516553419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2292322759
LOX,LOX7B2Y,76,2011,1,1,21,0.0334241173,0,0.1512854127,0.0934974155,0,0.082731011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3609379565
LOX,LOX7B2Y,81,2012,1,1,12,0,0,0.0238323665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238323665
LOX,LOX7B2Y,82,2012,2,2,29,0,0,0.1057474887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1057474887
LOX,LOX7B2Y,87,2013,2,3,26,0,0,0,0.0271173474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271173474
LOX,LOX7B2Y,89,2013,4,11,13,0,0,0.0625287456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625287456
LOX,LOX7B2Y,92,2014,2,4,16,0,0,0,0.0082750665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082750665
LOX,LOX7B2Y,97,2015,2,3,5,0,0,0.0339382807,0,0,0,0.0079941852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419324659
LOX,LOX7B2Y,106,2017,1,2,1,0.0795548584,0,0.0467372544,0,0,0.0487202205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1750123334
LOX,LOX7B2Y,107,2017,2,4,12,0,0,0.0132991231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132991231
LOX,LOX7B2Y,109,2017,4,12,1,0,0,0.0542372536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542372536
LOX,LOX7B2Y,110,2018,2,4,20,0,0,0,0.0226161794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226161794
LOX,LOX7C1X,69,2009,4,11,4,0,0,0.0321604286,0.0430298723,0,0.0431101502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1183004511
LOX,LOX7C1X,71,2010,1,2,10,0.2659158015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2659158015
LOX,LOX7C1X,72,2010,2,5,6,0.3691250687,0,0,0,0,0.1305299253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499654994
LOX,LOX7C1X,73,2010,3,9,2,0,0,0,0.1098572285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1098572285
LOX,LOX7C1X,74,2010,4,11,30,0,0,0,0.0400240698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400240698
LOX,LOX7C1X,76,2011,1,1,21,1.3649578062,0,0,0.0542772075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4192350138
LOX,LOX7C1X,81,2012,1,1,12,0,0,0.1016005652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1016005652
LOX,LOX7C1X,82,2012,2,2,29,0,0,0.0406087081,0,0,0,0.0118265029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052435211
LOX,LOX7C1X,83,2012,3,8,17,0,0,0.0639906891,0,0,0,0,0.1047848655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1687755546
LOX,LOX7C1X,86,2013,1,1,25,0.1451684632,0,0,0,0,0,0.0118265029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1569949661
LOX,LOX7C1X,87,2013,2,3,26,0.8252779985,0,0.1968397568,0.0587362797,0,0,0.035309865,0,0.0149853726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1311492726
LOX,LOX7C1X,88,2013,3,8,20,0,0,0,0,0,0.1120468114,0,0.1218762033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2339230147
LOX,LOX7C1X,89,2013,4,11,13,1.4293758937,0,0.0716556499,0,0,0,0.0839315592,0,0.0102820989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5952452017
LOX,LOX7C1X,91,2014,1,1,16,2.7480801016,0,0,0,0,0.1037660726,0.1165778998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.968424074
LOX,LOX7C1X,92,2014,2,4,16,0.3645393666,0,0.4535240015,0.2661288545,0,0.0884521382,0.0223585227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1950028835
LOX,LOX7C1X,94,2014,4,11,17,0,0,0.0114060655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114060655
LOX,LOX7C1X,97,2015,2,3,5,0.469440607,0,0.0984198784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5678604853
LOX,LOX7C1X,102,2016,2,4,6,0,0,0.0183307782,0.0468239926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651547709
LOX,LOX7C1X,104,2016,4,11,29,0.140393794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140393794
LOX,LOX7C1X,106,2017,1,2,1,0.0619783549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619783549
LOX,LOX7C1X,107,2017,2,4,12,0,0,0.0320719157,0.1359021989,0,0.0899725349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2579466495
LOX,LOX7C1X,109,2017,4,12,1,0.5808678436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5808678436
LOX,LOX7C1X,110,2018,2,4,20,0,0.0108704043,0.0669690889,0.1390242746,0,0,0.0146572282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2315209961
LOX,LOX7C1Y,69,2009,4,11,4,0,0,0.149124775,0.1285124534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2776372283
LOX,LOX7C1Y,71,2010,1,2,10,0.6509973532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6509973532
LOX,LOX7C1Y,72,2010,2,5,6,0,0,0.1913206988,0,0,0.0760316474,0,0.1242743892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3916267353
LOX,LOX7C1Y,73,2010,3,9,2,0.4971835213,0,0,0.1059369105,0,0.0580190765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6611395082
LOX,LOX7C1Y,74,2010,4,11,30,0.0689344046,0,0,0.1358562145,0,0,0.0661991403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2709897594
LOX,LOX7C1Y,76,2011,1,1,21,0.6561280545,0,0.1474094487,0.05205331,0,0,0.0736754461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9292662593
LOX,LOX7C1Y,81,2012,1,1,12,0,0,0.01771594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01771594
LOX,LOX7C1Y,82,2012,2,2,29,0,0,0.0294069523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294069523
LOX,LOX7C1Y,83,2012,3,8,17,0,0,0.236962934,0,0,0,0,0.1305630992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3675260332
LOX,LOX7C1Y,84,2012,4,12,6,0,0,0.0868350701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868350701
LOX,LOX7C1Y,86,2013,1,1,25,0.0930199927,0,0,0.0247379032,0,0,0.0314073615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1491652573
LOX,LOX7C1Y,87,2013,2,3,26,0.9550040724,0,0,0.0446484774,0,0.2230306726,0.0687037753,0,0.0337393452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325126343
LOX,LOX7C1Y,88,2013,3,8,20,0,0,0,0.0265050696,0,0.1103565747,0.0309437284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1678053727
LOX,LOX7C1Y,89,2013,4,11,13,0.0844341071,0,0,0,0,0,0.0191265153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1035606224
LOX,LOX7C1Y,91,2014,1,1,16,0.4265564828,0,0.1174104454,0.0251608119,0,0,0.0295244052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5986521453
LOX,LOX7C1Y,92,2014,2,4,16,0,0,0.2418323247,0.074527733,0,0,0.0520434521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3684035099
LOX,LOX7C1Y,94,2014,4,11,17,0,0,0.0209376467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209376467
LOX,LOX7C1Y,96,2015,1,1,9,0.3250254649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3250254649
LOX,LOX7C1Y,97,2015,2,3,5,0,0,0.0797979976,0.0661832484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145981246
LOX,LOX7C1Y,102,2016,2,4,6,0,0,0.0277177637,0,0,0,0.0118265029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395442666
LOX,LOX7C1Y,110,2018,2,4,20,0,0.0182335611,0,0.049014565,0,0,0.0113951953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786433214
LOX,LOXB2Y,102,2016,2,4,6,0,0,0.0153984799,0.0245068557,0,0.0974440587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1373493943
LOX,LOXB2Y,108,2017,3,8,30,0,0,0,0,0,0,0,0.1737686342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1737686342
LOX,LOXC1Y,106,2017,1,2,1,0,0,0,0.0407526537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407526537
LOX,LOXC1Y,107,2017,2,4,12,0.1334371266,0.0108704043,0.1141225197,0.0332357252,0,0.0310091515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3226749273
PHD,AH59A,68,2009,3,9,4,0,0,0,0,0,0,0,0,0,0.1264858742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1264858742
PHD,AH59A,69,2009,4,10,22,0,0,0,0,0,0,0,0,0,0.0741596346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741596346
PHD,AH59A,73,2010,3,8,16,0.1707377387,0,0,0,0,0,0.0113951953,0,0.0801245451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2622574791
PHD,AH59A,74,2010,4,11,5,0.204990593,0,0,0,0,0,0,0,0.0190412742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2240318671
PHD,AH59A,84,2012,4,11,29,0.1223784891,0,0,0,0,0,0.0393786952,0.0512428378,0,0,0.0201710137,0.0483675902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281538626
PHD,AH59A,86,2013,1,1,15,0.44230626,0,0.0497640897,0,0,0,0.0304811718,0.1741087375,0,0,0,0.0426322481,0.1815667956,0.273642562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1945018647
PHD,AH59A,89,2013,4,11,4,0,0,0,0,0,0,0,0,0.0160765728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160765728
PHD,AH59A,91,2014,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0.0984395345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984395345
PHD,AH59A,92,2014,2,3,3,1.1875715396,0,0.0542372536,0,0,0,0,0,0.0319140348,0,0,0.0630321506,0,0.0865841754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4233391541
PHD,AH59A,94,2014,4,11,3,0.1357288731,0,0.0153984799,0,0,0,0,0,0,0,0,0.0363367871,0,0.0429461278,2.318321E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230410268
PHD,AH59A,96,2015,1,1,5,0,0,0.0153984799,0,0,0,0.029057138,0,0.0149853726,0,0,0,0,0,2.768374E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594409905
PHD,AH59A,99,2015,4,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382360584,0,0,0,0,0,0,0,0,0,0,0,0,0.0382360584
PHD,AH59A,101,2016,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63778E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63778E-11
PHD,AH59A,102,2016,2,3,15,0,0,0.0512571754,0,0,0,0.0079941852,0,0,0,0,0,0,0.0816806877,0,0,0.0196312467,0,0,0,0,0,0,0,0,0,0,0,0.160563295
PHD,AH59A,103,2016,3,8,31,0.1160570648,0,0,0,0,0,0,0,0.0223004575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1383575223
PHD,AH59A,104,2016,4,11,7,0.2334137866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2334137866
PHD,AH60,64,2008,4,11,25,0,0,0,0,0,0,0,0,0.0083646143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083646143
PHD,AH60A,74,2010,4,11,5,0.060647968,0,0,0,0,0,0.0394897528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1001377208
PHD,AH62,74,2010,4,11,8,0,0,0,0,0,0,0,0,0.0120183586,0,0.0825057143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945240728
PHD,AH62,78,2011,3,9,20,0,0,0,0,0,0.1559276965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1559276965
PHD,AH62,79,2011,4,11,14,0,0,0,0,0,0,0,0,0,0,0,0.0587067698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587067698
PHD,AH62,83,2012,3,8,8,0,0,0.0245423127,0,0,0,0,0,0.0160765728,0,0.0265382935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671571791
PHD,AH62,84,2012,4,11,29,0,0,0,0,0,0,0,0,0,0,0.0167658069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167658069
PHD,AH62,88,2013,3,8,7,0,0,0.0339382807,0,0,0,0.0184577568,0,0,0,0.0507140638,0,0,0,0,0,0,0.4232335258,0,0,0,0,0,0,0,0,0,0,0.5263436272
PHD,AH62,89,2013,4,11,4,0,0,0.0348989658,0,0,0,0,0,0,0,0.0649644867,0,0,0,5.192306E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998634526
PHD,AH62,91,2014,1,1,6,0,0,0,0,0,0,0,0,0.0120183586,0,0,0,0,0,7.100135E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120183593
PHD,AH62,92,2014,2,3,3,0,0,0,0,0,0,0,0,0.0542450378,0,0.0180772452,0,0,0,1.072511E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723222831
PHD,AH62,93,2014,3,8,7,0,0,0,0,0,0,0,0.2545383746,0,0,0,0,0,0,0,0,0,0.7778820414,0,0,0,0,0,0,0,0,0,0,1.0324204161
PHD,AH62,94,2014,4,11,3,0,0,0.023789604,0,0,0,0,0,0,0,0,0.1732821689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1970717729
PHD,AH62,96,2015,1,1,5,0,0,0.0123275399,0,0,0,0,0,0,0,0,0.0707500779,0,0.082627085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1657047028
PHD,AH62,98,2015,3,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.917256E-10,0,0,0.6282904272,0.1218000413,0,0,0,0,0,0,0,0,0,0.7500904687
PHD,AH62,99,2015,4,11,16,0,0,0,0,0,0,0,0,0,0,0,0.039937192,0,0,1.070348E-10,0,0.0031600848,0,0,0,0,0,0,0,0,0,0,0,0.0430972769
PHD,AH62,101,2016,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.706001E-10,0.1673111329,0,0.0352528771,0,0,0,0,0,0,0,0,0,0,0.2025640101
PHD,AH62,102,2016,2,3,15,0,0,0,0,0,0,0,0,0,0,0,0.0231533007,0,0,1.84046E-11,0.0327942756,0,0,0,0,0,0,0,0,0,0,0,0,0.0559475763
PHD,AH62,103,2016,3,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.943635E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.943635E-10
PHD,AH62,104,2016,4,11,8,0.1380477034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1380477034
PHD,AH62,108,2017,3,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.743665E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,3.743665E-10
PHD,AH62,109,2017,4,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.412683E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,5.412683E-11
SRS,08C,12,1998,2,5,11,0,0,0.6952831557,0.1890965353,0,0.8342416633,0,0.3171687244,0,0,0.0914630228,0,0,0,0,0,0,0.1190897073,0,0,0,0,0,0,0,0,0,0,2.2463428088
SRS,08C,14,1998,4,11,6,1.4341233079,0,0,0.0191440427,0,0,0,0,0,0,0.0167658069,0,0,0.1683765282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6384096858
SRS,08C,19,1999,4,11,14,0.8423285717,0,0,0.0286142016,0,0,0.0167880402,0,0.0751362795,0.7282844078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6911515007
SRS,08C,24,2000,4,10,30,0.5438993758,0,0,0,0,0,0,0,0.189362411,0,0.0621565545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7954183414
SRS,08C,28,2001,3,8,14,0.9862440595,0,0,0,0,0,0,0.1480157444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1342598039
SRS,08C,29,2001,4,10,29,0,0,0,0,0,0,0.0638987767,0.1644221659,0,0,0,0,0,0,0,0.17081502,0,0,0,0,0,0,0,0,0,0,0,0,0.3991359625
SRS,08C,31,2002,1,2,20,0,0,0.5348228337,0,0,0.1159095677,0.1614603467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8121927481
SRS,08C,32,2002,2,4,8,0,0,1.8796029348,0,0,2.6098137846,0.0482333086,0.7828877642,0,0.0628058359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.383343628
SRS,08C,33,2002,3,7,23,0,0,0,0,0,0,0.0141556882,0.0757926206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899483088
SRS,08C,34,2002,4,10,28,0,0,0.0925934955,0,0,0,0,0,0,0,0,0,0,0,0,0.0327942756,0,0,0,0,0,0,0,0,0,0,0,0,0.1253877711
SRS,08C,36,2003,1,2,25,0,0,0.7986898518,0.2536804382,0,2.2065554197,0,0.9877815502,0,0,0.2411225964,0,0,0.5484375355,0,0,0,0,0,0.0580190765,0,0,0,0,0,0,0,0,5.0942864683
SRS,08C,37,2003,2,4,21,0,0,0.9990990676,0,0,1.1291391442,0,1.558298269,0,0.2654545799,0.078754095,0,0,0.2695153833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3002605391
